9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,1,7,2,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,5,10,6,0,0,0,0,0,0,0,0,0,3,8,4,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9
9,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,9
9,6,0,0,0,100,1,7,2,0,0,0,0,0,0,0,0,0,101,0,0,0,3,4,0,0,0,0,5,9
9,6,0,0,0,0,3,8,4,102,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,3,4,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,5,9,6,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,1,7,2,5,9
9,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,5,9,9,5,9
9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,5,9
9,6,6,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,,0,0,0,1,7,5,9
9,6,4,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,5,9,5,9
9,6,0,0,0,0,0,0,0,0,1,7,2,0,1,7,2,0,0,0,0,0,0,0,0,0,5,9,5,9
9,6,0,0,0,0,0,0,0,0,3,8,4,101,3,8,4,0,0,0,0,0,0,0,102,0,3,8,5,9
9,6,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,101,5,9
9,6,0,0,0,0,0,0,0,0,0,0,3,8,4,0,,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9
9,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,9
9,6,0,0,0,101,5,6,0,0,0,0,0,0,0,0,0,102,,5,6,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,5,6,0,0,0,100,0,0,0,0,0,0,,5,6,100,0,0,0,0,0,0,5,9
9,6,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,5,9
9,6,0,0,0,0,5,6,102,,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,100,0,0,5,9
